host_id;event_day;event_time;event_type;measurement_type;measurement_quantity;measurement_outcome;measurement_unit;inoculation_type;inoculation_pathogen;inoculation_dose;inoculation_unit;treatment_type;treatment_dose;treatment_unit
223;19;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
223;19;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
223;19;;measurement;esbl_count;0;;;;;;;;;
223;19;;measurement;ecoli_count;0;;;;;;;;;
223;21;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
223;21;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
223;21;;measurement;esbl_count;0;;;;;;;;;
223;21;;measurement;ecoli_count;0;;;;;;;;;
223;22;;measurement;cae_faeces;NA;;;;;;;;;
223;22;;measurement;cae_faeces;NA;;;;;;;;;
223;22;;measurement;cae_esbl;0;;;;;;;;;
223;22;;measurement;cae_ecoli;0;;;;;;;;;
224;1;08:00;measurement;swabweight_before;4.84;;gram;;;;;;;
224;1;14:00;measurement;swabweight_after;4.88;;gram;;;;;;;
224;1;;measurement;esbl_count;0;;;;;;;;;
224;1;;measurement;ecoli_count;10;;;;;;;;;
224;2;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
224;2;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
224;2;;measurement;esbl_count;NA;;;;;;;;;
224;2;;measurement;ecoli_count;NA;;;;;;;;;
224;3;08:00;measurement;swabweight_before;4.86;;gram;;;;;;;
224;3;14:00;measurement;swabweight_after;4.89;;gram;;;;;;;
224;3;;measurement;esbl_count;0;;;;;;;;;
224;3;;measurement;ecoli_count;1000;;;;;;;;;
224;4;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
224;4;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
224;4;;measurement;esbl_count;NA;;;;;;;;;
224;4;;measurement;ecoli_count;NA;;;;;;;;;
224;5;08:00;measurement;swabweight_before;4.7;;gram;;;;;;;
224;5;14:00;measurement;swabweight_after;4.79;;gram;;;;;;;
224;5;;measurement;esbl_count;0;;;;;;;;;
224;5;;measurement;ecoli_count;10000;;;;;;;;;
224;6;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
224;6;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
224;6;;measurement;esbl_count;NA;;;;;;;;;
224;6;;measurement;ecoli_count;NA;;;;;;;;;
224;7;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
224;7;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
224;7;;measurement;esbl_count;NA;;;;;;;;;
224;7;;measurement;ecoli_count;NA;;;;;;;;;
224;8;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
224;8;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
224;8;;measurement;esbl_count;NA;;;;;;;;;
224;8;;measurement;ecoli_count;NA;;;;;;;;;
224;9;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
224;9;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
224;9;;measurement;esbl_count;NA;;;;;;;;;
224;9;;measurement;ecoli_count;NA;;;;;;;;;
224;10;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
224;10;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
224;10;;measurement;esbl_count;NA;;;;;;;;;
224;10;;measurement;ecoli_count;NA;;;;;;;;;
224;11;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
224;11;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
224;11;;measurement;esbl_count;NA;;;;;;;;;
224;11;;measurement;ecoli_count;NA;;;;;;;;;
224;12;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
224;12;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
224;12;;measurement;esbl_count;NA;;;;;;;;;
224;12;;measurement;ecoli_count;NA;;;;;;;;;
224;13;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
224;13;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
224;13;;measurement;esbl_count;NA;;;;;;;;;
224;13;;measurement;ecoli_count;NA;;;;;;;;;
224;14;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
224;14;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
224;14;;measurement;esbl_count;NA;;;;;;;;;
224;14;;measurement;ecoli_count;NA;;;;;;;;;
224;16;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
224;16;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
224;16;;measurement;esbl_count;NA;;;;;;;;;
224;16;;measurement;ecoli_count;NA;;;;;;;;;
224;19;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
224;19;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
224;19;;measurement;esbl_count;NA;;;;;;;;;
224;19;;measurement;ecoli_count;NA;;;;;;;;;
224;21;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
224;21;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
224;21;;measurement;esbl_count;NA;;;;;;;;;
224;21;;measurement;ecoli_count;NA;;;;;;;;;
224;22;;measurement;cae_faeces;NA;;;;;;;;;
224;22;;measurement;cae_faeces;NA;;;;;;;;;
224;22;;measurement;cae_esbl;NA;;;;;;;;;
224;22;;measurement;cae_ecoli;NA;;;;;;;;;
225;1;08:00;measurement;swabweight_before;4.78;;gram;;;;;;;
225;1;14:00;measurement;swabweight_after;4.81;;gram;;;;;;;
225;1;;measurement;esbl_count;0;;;;;;;;;
225;1;;measurement;ecoli_count;1000;;;;;;;;;
225;2;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
225;2;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
225;2;;measurement;esbl_count;NA;;;;;;;;;
225;2;;measurement;ecoli_count;NA;;;;;;;;;
225;3;08:00;measurement;swabweight_before;4.74;;gram;;;;;;;
225;3;14:00;measurement;swabweight_after;4.78;;gram;;;;;;;
225;3;;measurement;esbl_count;0;;;;;;;;;
225;3;;measurement;ecoli_count;10000;;;;;;;;;
225;4;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
225;4;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
225;4;;measurement;esbl_count;NA;;;;;;;;;
225;4;;measurement;ecoli_count;NA;;;;;;;;;
225;5;08:00;measurement;swabweight_before;4.68;;gram;;;;;;;
225;5;14:00;measurement;swabweight_after;4.75;;gram;;;;;;;
225;5;;measurement;esbl_count;0;;;;;;;;;
225;5;;measurement;ecoli_count;1000;;;;;;;;;
225;6;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
225;6;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
225;6;;measurement;esbl_count;NA;;;;;;;;;
225;6;;measurement;ecoli_count;NA;;;;;;;;;
225;7;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
225;7;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
225;7;;measurement;esbl_count;NA;;;;;;;;;
225;7;;measurement;ecoli_count;NA;;;;;;;;;
225;8;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
225;8;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
225;8;;measurement;esbl_count;NA;;;;;;;;;
225;8;;measurement;ecoli_count;NA;;;;;;;;;
225;9;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
225;9;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
225;9;;measurement;esbl_count;NA;;;;;;;;;
225;9;;measurement;ecoli_count;NA;;;;;;;;;
225;10;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
225;10;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
225;10;;measurement;esbl_count;NA;;;;;;;;;
225;10;;measurement;ecoli_count;NA;;;;;;;;;
225;11;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
225;11;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
225;11;;measurement;esbl_count;NA;;;;;;;;;
225;11;;measurement;ecoli_count;NA;;;;;;;;;
225;12;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
225;12;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
225;12;;measurement;esbl_count;NA;;;;;;;;;
225;12;;measurement;ecoli_count;NA;;;;;;;;;
225;13;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
225;13;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
225;13;;measurement;esbl_count;NA;;;;;;;;;
225;13;;measurement;ecoli_count;NA;;;;;;;;;
225;14;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
225;14;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
225;14;;measurement;esbl_count;NA;;;;;;;;;
225;14;;measurement;ecoli_count;NA;;;;;;;;;
225;16;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
225;16;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
225;16;;measurement;esbl_count;NA;;;;;;;;;
225;16;;measurement;ecoli_count;NA;;;;;;;;;
225;19;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
225;19;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
225;19;;measurement;esbl_count;NA;;;;;;;;;
225;19;;measurement;ecoli_count;NA;;;;;;;;;
225;21;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
225;21;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
225;21;;measurement;esbl_count;NA;;;;;;;;;
225;21;;measurement;ecoli_count;NA;;;;;;;;;
225;22;;measurement;cae_faeces;NA;;;;;;;;;
225;22;;measurement;cae_faeces;NA;;;;;;;;;
225;22;;measurement;cae_esbl;NA;;;;;;;;;
225;22;;measurement;cae_ecoli;NA;;;;;;;;;
226;1;08:00;measurement;swabweight_before;4.83;;gram;;;;;;;
226;1;14:00;measurement;swabweight_after;4.86;;gram;;;;;;;
226;1;;measurement;esbl_count;0;;;;;;;;;
226;1;;measurement;ecoli_count;0;;;;;;;;;
226;2;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
226;2;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
226;2;;measurement;esbl_count;NA;;;;;;;;;
226;2;;measurement;ecoli_count;NA;;;;;;;;;
226;3;08:00;measurement;swabweight_before;4.87;;gram;;;;;;;
226;3;14:00;measurement;swabweight_after;4.9;;gram;;;;;;;
226;3;;measurement;esbl_count;0;;;;;;;;;
226;3;;measurement;ecoli_count;1000;;;;;;;;;
226;4;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
226;4;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
226;4;;measurement;esbl_count;NA;;;;;;;;;
226;4;;measurement;ecoli_count;NA;;;;;;;;;
226;5;08:00;measurement;swabweight_before;4.71;;gram;;;;;;;
226;5;14:00;measurement;swabweight_after;4.78;;gram;;;;;;;
226;5;;measurement;esbl_count;0;;;;;;;;;
226;5;;measurement;ecoli_count;1.00E+05;;;;;;;;;
226;6;08:00;measurement;swabweight_before;4.85;;gram;;;;;;;
226;6;14:00;measurement;swabweight_after;4.92;;gram;;;;;;;
226;6;;measurement;esbl_count;0;;;;;;;;;
226;6;;measurement;ecoli_count;10000;;;;;;;;;
226;7;08:00;measurement;swabweight_before;4.63;;gram;;;;;;;
226;7;14:00;measurement;swabweight_after;4.78;;gram;;;;;;;
226;7;;measurement;esbl_count;0;;;;;;;;;
226;7;;measurement;ecoli_count;1.00E+05;;;;;;;;;
226;8;08:00;measurement;swabweight_before;4.68;;gram;;;;;;;
226;8;14:00;measurement;swabweight_after;4.74;;gram;;;;;;;
226;8;;measurement;esbl_count;0;;;;;;;;;
226;8;;measurement;ecoli_count;1.00E+05;;;;;;;;;
226;9;08:00;measurement;swabweight_before;4.8;;gram;;;;;;;
226;9;14:00;measurement;swabweight_after;4.82;;gram;;;;;;;
226;9;;measurement;esbl_count;0;;;;;;;;;
226;9;;measurement;ecoli_count;1.00E+05;;;;;;;;;
226;10;08:00;measurement;swabweight_before;4.63;;gram;;;;;;;
226;10;14:00;measurement;swabweight_after;4.67;;gram;;;;;;;
226;10;;measurement;esbl_count;0;;;;;;;;;
226;10;;measurement;ecoli_count;1000;;;;;;;;;
226;11;08:00;measurement;swabweight_before;4.45;;gram;;;;;;;
226;11;14:00;measurement;swabweight_after;4.54;;gram;;;;;;;
226;11;;measurement;esbl_count;0;;;;;;;;;
226;11;;measurement;ecoli_count;1000;;;;;;;;;
226;12;08:00;measurement;swabweight_before;4.47;;gram;;;;;;;
226;12;14:00;measurement;swabweight_after;4.51;;gram;;;;;;;
226;12;;measurement;esbl_count;0;;;;;;;;;
226;12;;measurement;ecoli_count;100;;;;;;;;;
226;13;08:00;measurement;swabweight_before;4.44;;gram;;;;;;;
226;13;14:00;measurement;swabweight_after;4.62;;gram;;;;;;;
226;13;;measurement;esbl_count;0;;;;;;;;;
226;13;;measurement;ecoli_count;1.00E+05;;;;;;;;;
226;14;08:00;measurement;swabweight_before;4.47;;gram;;;;;;;
226;14;14:00;measurement;swabweight_after;4.54;;gram;;;;;;;
226;14;;measurement;esbl_count;0;;;;;;;;;
226;14;;measurement;ecoli_count;10000;;;;;;;;;
226;16;08:00;measurement;swabweight_before;4.59;;gram;;;;;;;
226;16;14:00;measurement;swabweight_after;4.67;;gram;;;;;;;
226;16;;measurement;esbl_count;0;;;;;;;;;
226;16;;measurement;ecoli_count;1000;;;;;;;;;
226;19;08:00;measurement;swabweight_before;4.65;;gram;;;;;;;
226;19;14:00;measurement;swabweight_after;4.75;;gram;;;;;;;
226;19;;measurement;esbl_count;0;;;;;;;;;
226;19;;measurement;ecoli_count;1000;;;;;;;;;
226;21;08:00;measurement;swabweight_before;4.7;;gram;;;;;;;
226;21;14:00;measurement;swabweight_after;4.82;;gram;;;;;;;
226;21;;measurement;esbl_count;0;;;;;;;;;
226;21;;measurement;ecoli_count;1000;;;;;;;;;
226;22;;measurement;cae_faeces;0.4;;;;;;;;;
226;22;;measurement;cae_faeces;4.18;;;;;;;;;
226;22;;measurement;cae_esbl;0;;;;;;;;;
226;22;;measurement;cae_ecoli;1.00E+05;;;;;;;;;
227;1;08:00;measurement;swabweight_before;4.71;;gram;;;;;;;
227;1;14:00;measurement;swabweight_after;4.73;;gram;;;;;;;
227;1;;measurement;esbl_count;0;;;;;;;;;
227;1;;measurement;ecoli_count;0;;;;;;;;;
227;2;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
227;2;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
227;2;;measurement;esbl_count;NA;;;;;;;;;
227;2;;measurement;ecoli_count;NA;;;;;;;;;
227;3;08:00;measurement;swabweight_before;4.85;;gram;;;;;;;
227;3;14:00;measurement;swabweight_after;4.86;;gram;;;;;;;
227;3;;measurement;esbl_count;0;;;;;;;;;
227;3;;measurement;ecoli_count;100;;;;;;;;;
227;4;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
227;4;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
227;4;;measurement;esbl_count;NA;;;;;;;;;
227;4;;measurement;ecoli_count;NA;;;;;;;;;
227;5;08:00;measurement;swabweight_before;4.78;;gram;;;;;;;
227;5;14:00;measurement;swabweight_after;4.86;;gram;;;;;;;
227;5;;measurement;esbl_count;0;;;;;;;;;
227;5;;measurement;ecoli_count;10000;;;;;;;;;
227;6;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
227;6;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
227;6;;measurement;esbl_count;NA;;;;;;;;;
227;6;;measurement;ecoli_count;NA;;;;;;;;;
227;7;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
227;7;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
227;7;;measurement;esbl_count;NA;;;;;;;;;
227;7;;measurement;ecoli_count;NA;;;;;;;;;
227;8;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
227;8;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
227;8;;measurement;esbl_count;NA;;;;;;;;;
227;8;;measurement;ecoli_count;NA;;;;;;;;;
227;9;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
227;9;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
227;9;;measurement;esbl_count;NA;;;;;;;;;
227;9;;measurement;ecoli_count;NA;;;;;;;;;
227;10;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
227;10;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
227;10;;measurement;esbl_count;NA;;;;;;;;;
227;10;;measurement;ecoli_count;NA;;;;;;;;;
227;11;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
227;11;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
227;11;;measurement;esbl_count;NA;;;;;;;;;
227;11;;measurement;ecoli_count;NA;;;;;;;;;
227;12;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
227;12;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
227;12;;measurement;esbl_count;NA;;;;;;;;;
227;12;;measurement;ecoli_count;NA;;;;;;;;;
227;13;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
227;13;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
227;13;;measurement;esbl_count;NA;;;;;;;;;
227;13;;measurement;ecoli_count;NA;;;;;;;;;
227;14;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
227;14;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
227;14;;measurement;esbl_count;NA;;;;;;;;;
227;14;;measurement;ecoli_count;NA;;;;;;;;;
227;16;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
227;16;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
227;16;;measurement;esbl_count;NA;;;;;;;;;
227;16;;measurement;ecoli_count;NA;;;;;;;;;
227;19;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
227;19;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
227;19;;measurement;esbl_count;NA;;;;;;;;;
227;19;;measurement;ecoli_count;NA;;;;;;;;;
227;21;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
227;21;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
227;21;;measurement;esbl_count;NA;;;;;;;;;
227;21;;measurement;ecoli_count;NA;;;;;;;;;
227;22;;measurement;cae_faeces;NA;;;;;;;;;
227;22;;measurement;cae_faeces;NA;;;;;;;;;
227;22;;measurement;cae_esbl;NA;;;;;;;;;
227;22;;measurement;cae_ecoli;NA;;;;;;;;;
228;1;08:00;measurement;swabweight_before;4.86;;gram;;;;;;;
228;1;14:00;measurement;swabweight_after;4.86;;gram;;;;;;;
228;1;;measurement;esbl_count;0;;;;;;;;;
228;1;;measurement;ecoli_count;1000;;;;;;;;;
228;2;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
228;2;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
228;2;;measurement;esbl_count;NA;;;;;;;;;
228;2;;measurement;ecoli_count;NA;;;;;;;;;
228;3;08:00;measurement;swabweight_before;4.83;;gram;;;;;;;
228;3;14:00;measurement;swabweight_after;4.84;;gram;;;;;;;
228;3;;measurement;esbl_count;0;;;;;;;;;
228;3;;measurement;ecoli_count;100;;;;;;;;;
228;4;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
228;4;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
228;4;;measurement;esbl_count;NA;;;;;;;;;
228;4;;measurement;ecoli_count;NA;;;;;;;;;
228;5;08:00;measurement;swabweight_before;4.7;;gram;;;;;;;
228;5;14:00;measurement;swabweight_after;4.77;;gram;;;;;;;
228;5;;measurement;esbl_count;0;;;;;;;;;
228;5;;measurement;ecoli_count;10000;;;;;;;;;
228;6;08:00;measurement;swabweight_before;4.81;;gram;;;;;;;
228;6;14:00;measurement;swabweight_after;4.87;;gram;;;;;;;
228;6;;measurement;esbl_count;0;;;;;;;;;
228;6;;measurement;ecoli_count;1000;;;;;;;;;
228;7;08:00;measurement;swabweight_before;4.62;;gram;;;;;;;
228;7;14:00;measurement;swabweight_after;4.73;;gram;;;;;;;
228;7;;measurement;esbl_count;0;;;;;;;;;
228;7;;measurement;ecoli_count;10000;;;;;;;;;
228;8;08:00;measurement;swabweight_before;4.75;;gram;;;;;;;
228;8;14:00;measurement;swabweight_after;4.82;;gram;;;;;;;
228;8;;measurement;esbl_count;0;;;;;;;;;
228;8;;measurement;ecoli_count;10000;;;;;;;;;
228;9;08:00;measurement;swabweight_before;4.72;;gram;;;;;;;
228;9;14:00;measurement;swabweight_after;4.9;;gram;;;;;;;
228;9;;measurement;esbl_count;0;;;;;;;;;
228;9;;measurement;ecoli_count;10000;;;;;;;;;
228;10;08:00;measurement;swabweight_before;4.62;;gram;;;;;;;
228;10;14:00;measurement;swabweight_after;4.67;;gram;;;;;;;
228;10;;measurement;esbl_count;0;;;;;;;;;
228;10;;measurement;ecoli_count;1000;;;;;;;;;
228;11;08:00;measurement;swabweight_before;4.63;;gram;;;;;;;
228;11;14:00;measurement;swabweight_after;4.68;;gram;;;;;;;
228;11;;measurement;esbl_count;0;;;;;;;;;
228;11;;measurement;ecoli_count;10000;;;;;;;;;
228;12;08:00;measurement;swabweight_before;4.62;;gram;;;;;;;
228;12;14:00;measurement;swabweight_after;4.67;;gram;;;;;;;
228;12;;measurement;esbl_count;0;;;;;;;;;
228;12;;measurement;ecoli_count;10000;;;;;;;;;
228;13;08:00;measurement;swabweight_before;4.47;;gram;;;;;;;
228;13;14:00;measurement;swabweight_after;4.55;;gram;;;;;;;
228;13;;measurement;esbl_count;0;;;;;;;;;
228;13;;measurement;ecoli_count;1000;;;;;;;;;
228;14;08:00;measurement;swabweight_before;4.62;;gram;;;;;;;
228;14;14:00;measurement;swabweight_after;4.71;;gram;;;;;;;
228;14;;measurement;esbl_count;0;;;;;;;;;
228;14;;measurement;ecoli_count;10000;;;;;;;;;
228;16;08:00;measurement;swabweight_before;4.42;;gram;;;;;;;
228;16;14:00;measurement;swabweight_after;4.49;;gram;;;;;;;
228;16;;measurement;esbl_count;0;;;;;;;;;
228;16;;measurement;ecoli_count;10000;;;;;;;;;
228;19;08:00;measurement;swabweight_before;4.64;;gram;;;;;;;
228;19;14:00;measurement;swabweight_after;4.75;;gram;;;;;;;
228;19;;measurement;esbl_count;0;;;;;;;;;
228;19;;measurement;ecoli_count;1000;;;;;;;;;
228;21;08:00;measurement;swabweight_before;4.68;;gram;;;;;;;
228;21;14:00;measurement;swabweight_after;4.83;;gram;;;;;;;
228;21;;measurement;esbl_count;0;;;;;;;;;
228;21;;measurement;ecoli_count;10000;;;;;;;;;
228;22;;measurement;cae_faeces;0.27;;;;;;;;;
228;22;;measurement;cae_faeces;2.64;;;;;;;;;
228;22;;measurement;cae_esbl;0;;;;;;;;;
228;22;;measurement;cae_ecoli;1.00E+05;;;;;;;;;
229;1;08:00;measurement;swabweight_before;4.89;;gram;;;;;;;
229;1;14:00;measurement;swabweight_after;4.93;;gram;;;;;;;
229;1;;measurement;esbl_count;0;;;;;;;;;
229;1;;measurement;ecoli_count;100;;;;;;;;;
229;2;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
229;2;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
229;2;;measurement;esbl_count;NA;;;;;;;;;
229;2;;measurement;ecoli_count;NA;;;;;;;;;
229;3;08:00;measurement;swabweight_before;4.92;;gram;;;;;;;
229;3;14:00;measurement;swabweight_after;4.96;;gram;;;;;;;
229;3;;measurement;esbl_count;0;;;;;;;;;
229;3;;measurement;ecoli_count;1000;;;;;;;;;
229;4;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
229;4;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
229;4;;measurement;esbl_count;NA;;;;;;;;;
229;4;;measurement;ecoli_count;NA;;;;;;;;;
229;5;08:00;measurement;swabweight_before;4.78;;gram;;;;;;;
229;5;14:00;measurement;swabweight_after;4.89;;gram;;;;;;;
229;5;;measurement;esbl_count;0;;;;;;;;;
229;5;;measurement;ecoli_count;10000;;;;;;;;;
229;6;08:00;measurement;swabweight_before;4.72;;gram;;;;;;;
229;6;14:00;measurement;swabweight_after;4.83;;gram;;;;;;;
229;6;;measurement;esbl_count;0;;;;;;;;;
229;6;;measurement;ecoli_count;10000;;;;;;;;;
229;7;08:00;measurement;swabweight_before;4.46;;gram;;;;;;;
229;7;14:00;measurement;swabweight_after;4.54;;gram;;;;;;;
229;7;;measurement;esbl_count;0;;;;;;;;;
229;7;;measurement;ecoli_count;1000;;;;;;;;;
229;8;08:00;measurement;swabweight_before;4.72;;gram;;;;;;;
229;8;14:00;measurement;swabweight_after;4.8;;gram;;;;;;;
229;8;;measurement;esbl_count;0;;;;;;;;;
229;8;;measurement;ecoli_count;1.00E+05;;;;;;;;;
229;9;08:00;measurement;swabweight_before;4.69;;gram;;;;;;;
229;9;14:00;measurement;swabweight_after;4.79;;gram;;;;;;;
229;9;;measurement;esbl_count;0;;;;;;;;;
229;9;;measurement;ecoli_count;1000;;;;;;;;;
229;10;08:00;measurement;swabweight_before;4.61;;gram;;;;;;;
229;10;14:00;measurement;swabweight_after;4.7;;gram;;;;;;;
229;10;;measurement;esbl_count;0;;;;;;;;;
229;10;;measurement;ecoli_count;1000;;;;;;;;;
229;11;08:00;measurement;swabweight_before;4.48;;gram;;;;;;;
229;11;14:00;measurement;swabweight_after;4.59;;gram;;;;;;;
229;11;;measurement;esbl_count;0;;;;;;;;;
229;11;;measurement;ecoli_count;1000;;;;;;;;;
229;12;08:00;measurement;swabweight_before;4.63;;gram;;;;;;;
229;12;14:00;measurement;swabweight_after;4.72;;gram;;;;;;;
229;12;;measurement;esbl_count;0;;;;;;;;;
229;12;;measurement;ecoli_count;1000;;;;;;;;;
229;13;08:00;measurement;swabweight_before;4.62;;gram;;;;;;;
229;13;14:00;measurement;swabweight_after;4.74;;gram;;;;;;;
229;13;;measurement;esbl_count;0;;;;;;;;;
229;13;;measurement;ecoli_count;1000;;;;;;;;;
229;14;08:00;measurement;swabweight_before;4.59;;gram;;;;;;;
229;14;14:00;measurement;swabweight_after;4.66;;gram;;;;;;;
229;14;;measurement;esbl_count;0;;;;;;;;;
229;14;;measurement;ecoli_count;100;;;;;;;;;
229;16;08:00;measurement;swabweight_before;4.6;;gram;;;;;;;
229;16;14:00;measurement;swabweight_after;4.69;;gram;;;;;;;
229;16;;measurement;esbl_count;0;;;;;;;;;
229;16;;measurement;ecoli_count;100;;;;;;;;;
229;19;08:00;measurement;swabweight_before;4.48;;gram;;;;;;;
229;19;14:00;measurement;swabweight_after;4.62;;gram;;;;;;;
229;19;;measurement;esbl_count;0;;;;;;;;;
229;19;;measurement;ecoli_count;100;;;;;;;;;
229;21;08:00;measurement;swabweight_before;4.68;;gram;;;;;;;
229;21;14:00;measurement;swabweight_after;4.83;;gram;;;;;;;
229;21;;measurement;esbl_count;0;;;;;;;;;
229;21;;measurement;ecoli_count;10000;;;;;;;;;
229;22;;measurement;cae_faeces;0.53;;;;;;;;;
229;22;;measurement;cae_faeces;5.9;;;;;;;;;
229;22;;measurement;cae_esbl;0;;;;;;;;;
229;22;;measurement;cae_ecoli;1.00E+05;;;;;;;;;
230;1;08:00;measurement;swabweight_before;4.79;;gram;;;;;;;
230;1;14:00;measurement;swabweight_after;4.81;;gram;;;;;;;
230;1;;measurement;esbl_count;0;;;;;;;;;
230;1;;measurement;ecoli_count;10;;;;;;;;;
230;2;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
230;2;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
230;2;;measurement;esbl_count;NA;;;;;;;;;
230;2;;measurement;ecoli_count;NA;;;;;;;;;
230;3;08:00;measurement;swabweight_before;4.82;;gram;;;;;;;
230;3;14:00;measurement;swabweight_after;4.86;;gram;;;;;;;
230;3;;measurement;esbl_count;0;;;;;;;;;
230;3;;measurement;ecoli_count;100;;;;;;;;;
230;4;08:00;measurement;swabweight_before;NA;;gram;;;;;;;
230;4;14:00;measurement;swabweight_after;NA;;gram;;;;;;;
