host_id;event_day;event_time;event_type;measurement_type;measurement_quantity;measurement_outcome;measurement_unit;inoculation_type;inoculation_pathogen;inoculation_dose;inoculation_unit;inoculation_outcome;treatment_type;treatment_dose;treatment_unit;treatment_outcome
137;4;08:00;M;swabweight_before;4.76;0;gram;;;;;;;;;
137;4;14:00;M;swabweight_after;4.87;0;gram;;;;;;;;;
137;4;10:00;M;esbl_count;10000;0;count;;;;;;;;;
137;4;10:00;M;ecoli_count;100000;0;count;;;;;;;;;
137;5;08:00;M;swabweight_before;4.63;0;gram;;;;;;;;;
137;5;14:00;M;swabweight_after;4.7;0;gram;;;;;;;;;
137;5;10:00;M;esbl_count;10;0;count;;;;;;;;;
137;5;10:00;M;ecoli_count;10;0;count;;;;;;;;;
137;6;08:00;M;swabweight_before;4.66;0;gram;;;;;;;;;
137;6;14:00;M;swabweight_after;4.73;0;gram;;;;;;;;;
137;6;10:00;M;esbl_count;100;0;count;;;;;;;;;
137;6;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
137;7;08:00;M;swabweight_before;4.73;0;gram;;;;;;;;;
137;7;14:00;M;swabweight_after;4.82;0;gram;;;;;;;;;
137;7;10:00;M;esbl_count;100;0;count;;;;;;;;;
137;7;10:00;M;ecoli_count;10;0;count;;;;;;;;;
137;8;08:00;M;swabweight_before;4.65;0;gram;;;;;;;;;
137;8;14:00;M;swabweight_after;4.71;0;gram;;;;;;;;;
137;8;10:00;M;esbl_count;100;0;count;;;;;;;;;
137;8;10:00;M;ecoli_count;10;0;count;;;;;;;;;
137;9;08:00;M;swabweight_before;4.64;0;gram;;;;;;;;;
137;9;14:00;M;swabweight_after;4.68;0;gram;;;;;;;;;
137;9;10:00;M;esbl_count;100;0;count;;;;;;;;;
137;9;10:00;M;ecoli_count;100;0;count;;;;;;;;;
137;10;08:00;M;swabweight_before;4.65;0;gram;;;;;;;;;
137;10;14:00;M;swabweight_after;4.78;0;gram;;;;;;;;;
137;10;10:00;M;esbl_count;10;0;count;;;;;;;;;
137;10;10:00;M;ecoli_count;100;0;count;;;;;;;;;
137;11;08:00;M;swabweight_before;4.72;0;gram;;;;;;;;;
137;11;14:00;M;swabweight_after;4.82;0;gram;;;;;;;;;
137;11;10:00;M;esbl_count;100;0;count;;;;;;;;;
137;11;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
137;12;08:00;M;swabweight_before;4.65;0;gram;;;;;;;;;
137;12;14:00;M;swabweight_after;4.71;0;gram;;;;;;;;;
137;12;10:00;M;esbl_count;1;0;count;;;;;;;;;
137;12;10:00;M;ecoli_count;10;0;count;;;;;;;;;
137;13;08:00;M;swabweight_before;4.73;0;gram;;;;;;;;;
137;13;14:00;M;swabweight_after;4.79;0;gram;;;;;;;;;
137;13;10:00;M;esbl_count;100;0;count;;;;;;;;;
137;13;10:00;M;ecoli_count;10;0;count;;;;;;;;;
137;14;08:00;M;swabweight_before;4.7;0;gram;;;;;;;;;
137;14;14:00;M;swabweight_after;4.8;0;gram;;;;;;;;;
137;14;10:00;M;esbl_count;10;0;count;;;;;;;;;
137;14;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
137;16;08:00;M;swabweight_before;4.74;0;gram;;;;;;;;;
137;16;14:00;M;swabweight_after;4.8;0;gram;;;;;;;;;
137;16;10:00;M;esbl_count;100;0;count;;;;;;;;;
137;16;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
137;19;08:00;M;swabweight_before;4.74;0;gram;;;;;;;;;
137;19;14:00;M;swabweight_after;4.83;0;gram;;;;;;;;;
137;19;10:00;M;esbl_count;1;0;count;;;;;;;;;
137;19;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
137;21;08:00;M;swabweight_before;4.72;0;gram;;;;;;;;;
137;21;14:00;M;swabweight_after;4.86;0;gram;;;;;;;;;
137;21;10:00;M;esbl_count;100;0;count;;;;;;;;;
137;21;10:00;M;ecoli_count;100;0;count;;;;;;;;;
137;22;10:00;M;cae_faeces;0.39;0;count;;;;;;;;;
137;22;10:00;M;cae_faeces;3.94;0;count;;;;;;;;;
137;22;10:00;M;cae_esbl;1000;0;count;;;;;;;;;
137;22;10:00;M;cae_ecoli;10000;0;count;;;;;;;;;
138;1;08:00;M;swabweight_before;4.86;0;gram;;;;;;;;;
138;1;14:00;M;swabweight_after;4.86;0;gram;;;;;;;;;
138;1;10:00;M;esbl_count;1000;0;count;;;;;;;;;
138;1;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
138;2;08:00;M;swabweight_before;4.93;0;gram;;;;;;;;;
138;2;14:00;M;swabweight_after;4.95;0;gram;;;;;;;;;
138;2;10:00;M;esbl_count;100;0;count;;;;;;;;;
138;2;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
138;3;08:00;M;swabweight_before;4.86;0;gram;;;;;;;;;
138;3;14:00;M;swabweight_after;4.89;0;gram;;;;;;;;;
138;3;10:00;M;esbl_count;1000;0;count;;;;;;;;;
138;3;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
138;4;08:00;M;swabweight_before;4.66;0;gram;;;;;;;;;
138;4;14:00;M;swabweight_after;4.72;0;gram;;;;;;;;;
138;4;10:00;M;esbl_count;1000;0;count;;;;;;;;;
138;4;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
138;5;08:00;M;swabweight_before;4.63;0;gram;;;;;;;;;
138;5;14:00;M;swabweight_after;4.74;0;gram;;;;;;;;;
138;5;10:00;M;esbl_count;1000;0;count;;;;;;;;;
138;5;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
138;6;08:00;M;swabweight_before;4.65;0;gram;;;;;;;;;
138;6;14:00;M;swabweight_after;4.67;0;gram;;;;;;;;;
138;6;10:00;M;esbl_count;1000;0;count;;;;;;;;;
138;6;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
138;7;08:00;M;swabweight_before;4.65;0;gram;;;;;;;;;
138;7;14:00;M;swabweight_after;4.73;0;gram;;;;;;;;;
138;7;10:00;M;esbl_count;1000;0;count;;;;;;;;;
138;7;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
138;8;08:00;M;swabweight_before;4.64;0;gram;;;;;;;;;
138;8;14:00;M;swabweight_after;4.68;0;gram;;;;;;;;;
138;8;10:00;M;esbl_count;1000;0;count;;;;;;;;;
138;8;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
138;9;08:00;M;swabweight_before;4.63;0;gram;;;;;;;;;
138;9;14:00;M;swabweight_after;4.67;0;gram;;;;;;;;;
138;9;10:00;M;esbl_count;1;0;count;;;;;;;;;
138;9;10:00;M;ecoli_count;100;0;count;;;;;;;;;
138;10;08:00;M;swabweight_before;4.75;0;gram;;;;;;;;;
138;10;14:00;M;swabweight_after;4.79;0;gram;;;;;;;;;
138;10;10:00;M;esbl_count;100;0;count;;;;;;;;;
138;10;10:00;M;ecoli_count;100;0;count;;;;;;;;;
138;11;08:00;M;swabweight_before;4.63;0;gram;;;;;;;;;
138;11;14:00;M;swabweight_after;4.71;0;gram;;;;;;;;;
138;11;10:00;M;esbl_count;10;0;count;;;;;;;;;
138;11;10:00;M;ecoli_count;100;0;count;;;;;;;;;
138;12;08:00;M;swabweight_before;4.76;0;gram;;;;;;;;;
138;12;14:00;M;swabweight_after;4.82;0;gram;;;;;;;;;
138;12;10:00;M;esbl_count;1;0;count;;;;;;;;;
138;12;10:00;M;ecoli_count;10;0;count;;;;;;;;;
138;13;08:00;M;swabweight_before;4.68;0;gram;;;;;;;;;
138;13;14:00;M;swabweight_after;4.75;0;gram;;;;;;;;;
138;13;10:00;M;esbl_count;1;0;count;;;;;;;;;
138;13;10:00;M;ecoli_count;100;0;count;;;;;;;;;
138;14;08:00;M;swabweight_before;4.68;0;gram;;;;;;;;;
138;14;14:00;M;swabweight_after;4.73;0;gram;;;;;;;;;
138;14;10:00;M;esbl_count;0.1;0;count;;;;;;;;;
138;14;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
138;16;08:00;M;swabweight_before;4.69;0;gram;;;;;;;;;
138;16;14:00;M;swabweight_after;4.83;0;gram;;;;;;;;;
138;16;10:00;M;esbl_count;100;0;count;;;;;;;;;
138;16;10:00;M;ecoli_count;100;0;count;;;;;;;;;
138;19;08:00;M;swabweight_before;4.67;0;gram;;;;;;;;;
138;19;14:00;M;swabweight_after;4.73;0;gram;;;;;;;;;
138;19;10:00;M;esbl_count;100;0;count;;;;;;;;;
138;19;10:00;M;ecoli_count;10;0;count;;;;;;;;;
138;21;08:00;M;swabweight_before;4.69;0;gram;;;;;;;;;
138;21;14:00;M;swabweight_after;4.87;0;gram;;;;;;;;;
138;21;10:00;M;esbl_count;10;0;count;;;;;;;;;
138;21;10:00;M;ecoli_count;100;0;count;;;;;;;;;
138;22;10:00;M;cae_faeces;0.56;0;count;;;;;;;;;
138;22;10:00;M;cae_faeces;5.7;0;count;;;;;;;;;
138;22;10:00;M;cae_esbl;1000;0;count;;;;;;;;;
138;22;10:00;M;cae_ecoli;10000;0;count;;;;;;;;;
139;1;08:00;M;swabweight_before;4.85;0;gram;;;;;;;;;
139;1;14:00;M;swabweight_after;4.88;0;gram;;;;;;;;;
139;1;10:00;M;esbl_count;0;0;count;;;;;;;;;
139;1;10:00;M;ecoli_count;0;0;count;;;;;;;;;
139;2;08:00;M;swabweight_before;4.82;0;gram;;;;;;;;;
139;2;14:00;M;swabweight_after;4.85;0;gram;;;;;;;;;
139;2;10:00;M;esbl_count;10000;0;count;;;;;;;;;
139;2;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
139;3;08:00;M;swabweight_before;4.82;0;gram;;;;;;;;;
139;3;14:00;M;swabweight_after;4.86;0;gram;;;;;;;;;
139;3;10:00;M;esbl_count;10000;0;count;;;;;;;;;
139;3;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
139;4;08:00;M;swabweight_before;4.74;0;gram;;;;;;;;;
139;4;14:00;M;swabweight_after;4.79;0;gram;;;;;;;;;
139;4;10:00;M;esbl_count;100000;0;count;;;;;;;;;
139;4;10:00;M;ecoli_count;100000;0;count;;;;;;;;;
139;5;08:00;M;swabweight_before;4.66;0;gram;;;;;;;;;
139;5;14:00;M;swabweight_after;4.72;0;gram;;;;;;;;;
139;5;10:00;M;esbl_count;100000;0;count;;;;;;;;;
139;5;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
139;6;08:00;M;swabweight_before;4.78;0;gram;;;;;;;;;
139;6;14:00;M;swabweight_after;4.81;0;gram;;;;;;;;;
139;6;10:00;M;esbl_count;10000;0;count;;;;;;;;;
139;6;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
139;7;08:00;M;swabweight_before;4.61;0;gram;;;;;;;;;
139;7;14:00;M;swabweight_after;4.67;0;gram;;;;;;;;;
139;7;10:00;M;esbl_count;1000;0;count;;;;;;;;;
139;7;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
139;8;08:00;M;swabweight_before;4.72;0;gram;;;;;;;;;
139;8;14:00;M;swabweight_after;4.75;0;gram;;;;;;;;;
139;8;10:00;M;esbl_count;1;0;count;;;;;;;;;
139;8;10:00;M;ecoli_count;100;0;count;;;;;;;;;
139;9;08:00;M;swabweight_before;4.63;0;gram;;;;;;;;;
139;9;14:00;M;swabweight_after;4.66;0;gram;;;;;;;;;
139;9;10:00;M;esbl_count;1;0;count;;;;;;;;;
139;9;10:00;M;ecoli_count;100;0;count;;;;;;;;;
139;10;08:00;M;swabweight_before;4.65;0;gram;;;;;;;;;
139;10;14:00;M;swabweight_after;4.68;0;gram;;;;;;;;;
139;10;10:00;M;esbl_count;1;0;count;;;;;;;;;
139;10;10:00;M;ecoli_count;10;0;count;;;;;;;;;
139;11;08:00;M;swabweight_before;4.62;0;gram;;;;;;;;;
139;11;14:00;M;swabweight_after;4.68;0;gram;;;;;;;;;
139;11;10:00;M;esbl_count;10;0;count;;;;;;;;;
139;11;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
139;12;08:00;M;swabweight_before;4.76;0;gram;;;;;;;;;
139;12;14:00;M;swabweight_after;4.8;0;gram;;;;;;;;;
139;12;10:00;M;esbl_count;1;0;count;;;;;;;;;
139;12;10:00;M;ecoli_count;10;0;count;;;;;;;;;
139;13;08:00;M;swabweight_before;4.7;0;gram;;;;;;;;;
139;13;14:00;M;swabweight_after;4.77;0;gram;;;;;;;;;
139;13;10:00;M;esbl_count;1;0;count;;;;;;;;;
139;13;10:00;M;ecoli_count;100;0;count;;;;;;;;;
139;14;08:00;M;swabweight_before;4.73;0;gram;;;;;;;;;
139;14;14:00;M;swabweight_after;4.83;0;gram;;;;;;;;;
139;14;10:00;M;esbl_count;0.1;0;count;;;;;;;;;
139;14;10:00;M;ecoli_count;100;0;count;;;;;;;;;
139;16;08:00;M;swabweight_before;4.73;0;gram;;;;;;;;;
139;16;14:00;M;swabweight_after;4.82;0;gram;;;;;;;;;
139;16;10:00;M;esbl_count;100;0;count;;;;;;;;;
139;16;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
139;19;08:00;M;swabweight_before;4.66;0;gram;;;;;;;;;
139;19;14:00;M;swabweight_after;4.75;0;gram;;;;;;;;;
139;19;10:00;M;esbl_count;10;0;count;;;;;;;;;
139;19;10:00;M;ecoli_count;100;0;count;;;;;;;;;
139;21;08:00;M;swabweight_before;4.75;0;gram;;;;;;;;;
139;21;14:00;M;swabweight_after;4.99;0;gram;;;;;;;;;
139;21;10:00;M;esbl_count;1;0;count;;;;;;;;;
139;21;10:00;M;ecoli_count;100;0;count;;;;;;;;;
139;22;10:00;M;cae_faeces;0.5;0;count;;;;;;;;;
139;22;10:00;M;cae_faeces;5.22;0;count;;;;;;;;;
139;22;10:00;M;cae_esbl;1000;0;count;;;;;;;;;
139;22;10:00;M;cae_ecoli;10000;0;count;;;;;;;;;
140;1;08:00;M;swabweight_before;4.91;0;gram;;;;;;;;;
140;1;14:00;M;swabweight_after;4.92;0;gram;;;;;;;;;
140;1;10:00;M;esbl_count;1000;0;count;;;;;;;;;
140;1;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
140;2;08:00;M;swabweight_before;4.82;0;gram;;;;;;;;;
140;2;14:00;M;swabweight_after;4.87;0;gram;;;;;;;;;
140;2;10:00;M;esbl_count;1000;0;count;;;;;;;;;
140;2;10:00;M;ecoli_count;100;0;count;;;;;;;;;
140;3;08:00;M;swabweight_before;4.88;0;gram;;;;;;;;;
140;3;14:00;M;swabweight_after;4.92;0;gram;;;;;;;;;
140;3;10:00;M;esbl_count;100;0;count;;;;;;;;;
140;3;10:00;M;ecoli_count;100;0;count;;;;;;;;;
140;4;08:00;M;swabweight_before;4.62;0;gram;;;;;;;;;
140;4;14:00;M;swabweight_after;4.7;0;gram;;;;;;;;;
140;4;10:00;M;esbl_count;1000;0;count;;;;;;;;;
140;4;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
140;5;08:00;M;swabweight_before;4.65;0;gram;;;;;;;;;
140;5;14:00;M;swabweight_after;4.72;0;gram;;;;;;;;;
140;5;10:00;M;esbl_count;100;0;count;;;;;;;;;
140;5;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
140;6;08:00;M;swabweight_before;4.74;0;gram;;;;;;;;;
140;6;14:00;M;swabweight_after;4.74;0;gram;;;;;;;;;
140;6;10:00;M;esbl_count;100;0;count;;;;;;;;;
140;6;10:00;M;ecoli_count;100;0;count;;;;;;;;;
140;7;08:00;M;swabweight_before;4.63;0;gram;;;;;;;;;
140;7;14:00;M;swabweight_after;4.68;0;gram;;;;;;;;;
140;7;10:00;M;esbl_count;10;0;count;;;;;;;;;
140;7;10:00;M;ecoli_count;100;0;count;;;;;;;;;
140;8;08:00;M;swabweight_before;4.65;0;gram;;;;;;;;;
140;8;14:00;M;swabweight_after;4.69;0;gram;;;;;;;;;
140;8;10:00;M;esbl_count;10;0;count;;;;;;;;;
140;8;10:00;M;ecoli_count;100;0;count;;;;;;;;;
140;9;08:00;M;swabweight_before;4.67;0;gram;;;;;;;;;
140;9;14:00;M;swabweight_after;4.7;0;gram;;;;;;;;;
140;9;10:00;M;esbl_count;1;0;count;;;;;;;;;
140;9;10:00;M;ecoli_count;100;0;count;;;;;;;;;
140;10;08:00;M;swabweight_before;4.66;0;gram;;;;;;;;;
140;10;14:00;M;swabweight_after;4.74;0;gram;;;;;;;;;
140;10;10:00;M;esbl_count;1000;0;count;;;;;;;;;
140;10;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
140;11;08:00;M;swabweight_before;4.67;0;gram;;;;;;;;;
140;11;14:00;M;swabweight_after;4.75;0;gram;;;;;;;;;
140;11;10:00;M;esbl_count;10;0;count;;;;;;;;;
140;11;10:00;M;ecoli_count;100;0;count;;;;;;;;;
140;12;08:00;M;swabweight_before;4.63;0;gram;;;;;;;;;
140;12;14:00;M;swabweight_after;4.7;0;gram;;;;;;;;;
140;12;10:00;M;esbl_count;1;0;count;;;;;;;;;
140;12;10:00;M;ecoli_count;100;0;count;;;;;;;;;
140;13;08:00;M;swabweight_before;4.81;0;gram;;;;;;;;;
140;13;14:00;M;swabweight_after;4.9;0;gram;;;;;;;;;
140;13;10:00;M;esbl_count;100;0;count;;;;;;;;;
140;13;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
140;14;08:00;M;swabweight_before;4.75;0;gram;;;;;;;;;
140;14;14:00;M;swabweight_after;4.84;0;gram;;;;;;;;;
140;14;10:00;M;esbl_count;1000;0;count;;;;;;;;;
140;14;10:00;M;ecoli_count;100;0;count;;;;;;;;;
140;16;08:00;M;swabweight_before;4.69;0;gram;;;;;;;;;
140;16;14:00;M;swabweight_after;4.78;0;gram;;;;;;;;;
140;16;10:00;M;esbl_count;1000;0;count;;;;;;;;;
140;16;10:00;M;ecoli_count;100;0;count;;;;;;;;;
140;19;08:00;M;swabweight_before;4.73;0;gram;;;;;;;;;
140;19;14:00;M;swabweight_after;4.79;0;gram;;;;;;;;;
140;19;10:00;M;esbl_count;10;0;count;;;;;;;;;
140;19;10:00;M;ecoli_count;100;0;count;;;;;;;;;
140;21;08:00;M;swabweight_before;4.72;0;gram;;;;;;;;;
140;21;14:00;M;swabweight_after;4.86;0;gram;;;;;;;;;
140;21;10:00;M;esbl_count;100;0;count;;;;;;;;;
140;21;10:00;M;ecoli_count;100;0;count;;;;;;;;;
140;22;10:00;M;cae_faeces;0.69;0;count;;;;;;;;;
140;22;10:00;M;cae_faeces;7.18;0;count;;;;;;;;;
140;22;10:00;M;cae_esbl;1000;0;count;;;;;;;;;
140;22;10:00;M;cae_ecoli;1000;0;count;;;;;;;;;
141;1;08:00;M;swabweight_before;4.86;0;gram;;;;;;;;;
141;1;14:00;M;swabweight_after;4.87;0;gram;;;;;;;;;
141;1;10:00;M;esbl_count;1;0;count;;;;;;;;;
141;1;10:00;M;ecoli_count;1;0;count;;;;;;;;;
141;2;08:00;M;swabweight_before;4.94;0;gram;;;;;;;;;
141;2;14:00;M;swabweight_after;4.97;0;gram;;;;;;;;;
141;2;10:00;M;esbl_count;10000;0;count;;;;;;;;;
141;2;10:00;M;ecoli_count;100000;0;count;;;;;;;;;
141;3;08:00;M;swabweight_before;4.8;0;gram;;;;;;;;;
141;3;14:00;M;swabweight_after;4.84;0;gram;;;;;;;;;
141;3;10:00;M;esbl_count;10000;0;count;;;;;;;;;
141;3;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
141;4;08:00;M;swabweight_before;4.63;0;gram;;;;;;;;;
141;4;14:00;M;swabweight_after;4.66;0;gram;;;;;;;;;
141;4;10:00;M;esbl_count;100;0;count;;;;;;;;;
141;4;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
141;5;08:00;M;swabweight_before;4.64;0;gram;;;;;;;;;
141;5;14:00;M;swabweight_after;4.77;0;gram;;;;;;;;;
141;5;10:00;M;esbl_count;1000;0;count;;;;;;;;;
141;5;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
141;6;08:00;M;swabweight_before;4.7;0;gram;;;;;;;;;
141;6;14:00;M;swabweight_after;4.73;0;gram;;;;;;;;;
141;6;10:00;M;esbl_count;100;0;count;;;;;;;;;
141;6;10:00;M;ecoli_count;100;0;count;;;;;;;;;
141;7;08:00;M;swabweight_before;4.74;0;gram;;;;;;;;;
141;7;14:00;M;swabweight_after;4.78;0;gram;;;;;;;;;
141;7;10:00;M;esbl_count;100;0;count;;;;;;;;;
141;7;10:00;M;ecoli_count;1;0;count;;;;;;;;;
141;8;08:00;M;swabweight_before;4.65;0;gram;;;;;;;;;
141;8;14:00;M;swabweight_after;4.69;0;gram;;;;;;;;;
141;8;10:00;M;esbl_count;10;0;count;;;;;;;;;
141;8;10:00;M;ecoli_count;10;0;count;;;;;;;;;
141;9;08:00;M;swabweight_before;4.66;0;gram;;;;;;;;;
141;9;14:00;M;swabweight_after;4.69;0;gram;;;;;;;;;
141;9;10:00;M;esbl_count;100;0;count;;;;;;;;;
141;9;10:00;M;ecoli_count;100;0;count;;;;;;;;;
141;10;08:00;M;swabweight_before;4.65;0;gram;;;;;;;;;
141;10;14:00;M;swabweight_after;4.71;0;gram;;;;;;;;;
141;10;10:00;M;esbl_count;100;0;count;;;;;;;;;
141;10;10:00;M;ecoli_count;100;0;count;;;;;;;;;
141;11;08:00;M;swabweight_before;4.75;0;gram;;;;;;;;;
141;11;14:00;M;swabweight_after;4.8;0;gram;;;;;;;;;
141;11;10:00;M;esbl_count;1000;0;count;;;;;;;;;
141;11;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
141;12;08:00;M;swabweight_before;4.66;0;gram;;;;;;;;;
141;12;14:00;M;swabweight_after;4.71;0;gram;;;;;;;;;
141;12;10:00;M;esbl_count;100;0;count;;;;;;;;;
141;12;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
141;13;08:00;M;swabweight_before;4.66;0;gram;;;;;;;;;
141;13;14:00;M;swabweight_after;4.71;0;gram;;;;;;;;;
141;13;10:00;M;esbl_count;100;0;count;;;;;;;;;
141;13;10:00;M;ecoli_count;10;0;count;;;;;;;;;
141;14;08:00;M;swabweight_before;4.71;0;gram;;;;;;;;;
141;14;14:00;M;swabweight_after;4.77;0;gram;;;;;;;;;
141;14;10:00;M;esbl_count;1000;0;count;;;;;;;;;
141;14;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
141;16;08:00;M;swabweight_before;4.7;0;gram;;;;;;;;;
141;16;14:00;M;swabweight_after;4.76;0;gram;;;;;;;;;
141;16;10:00;M;esbl_count;10;0;count;;;;;;;;;
141;16;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
141;19;08:00;M;swabweight_before;4.61;0;gram;;;;;;;;;
141;19;14:00;M;swabweight_after;4.66;0;gram;;;;;;;;;
141;19;10:00;M;esbl_count;100;0;count;;;;;;;;;
141;19;10:00;M;ecoli_count;10;0;count;;;;;;;;;
141;21;08:00;M;swabweight_before;4.8;0;gram;;;;;;;;;
141;21;14:00;M;swabweight_after;4.92;0;gram;;;;;;;;;
141;21;10:00;M;esbl_count;10;0;count;;;;;;;;;
141;21;10:00;M;ecoli_count;100;0;count;;;;;;;;;
141;22;10:00;M;cae_faeces;0.64;0;count;;;;;;;;;
141;22;10:00;M;cae_faeces;6.56;0;count;;;;;;;;;
141;22;10:00;M;cae_esbl;1000;0;count;;;;;;;;;
141;22;10:00;M;cae_ecoli;100000;0;count;;;;;;;;;
142;1;08:00;M;swabweight_before;4.83;0;gram;;;;;;;;;
142;1;14:00;M;swabweight_after;4.85;0;gram;;;;;;;;;
142;1;10:00;M;esbl_count;0;0;count;;;;;;;;;
142;1;10:00;M;ecoli_count;0;0;count;;;;;;;;;
142;2;08:00;M;swabweight_before;4.85;0;gram;;;;;;;;;
142;2;14:00;M;swabweight_after;4.86;0;gram;;;;;;;;;
142;2;10:00;M;esbl_count;100;0;count;;;;;;;;;
142;2;10:00;M;ecoli_count;100;0;count;;;;;;;;;
142;3;08:00;M;swabweight_before;4.89;0;gram;;;;;;;;;
142;3;14:00;M;swabweight_after;4.93;0;gram;;;;;;;;;
142;3;10:00;M;esbl_count;100;0;count;;;;;;;;;
142;3;10:00;M;ecoli_count;100;0;count;;;;;;;;;
142;4;08:00;M;swabweight_before;4.63;0;gram;;;;;;;;;
142;4;14:00;M;swabweight_after;4.73;0;gram;;;;;;;;;
142;4;10:00;M;esbl_count;1000;0;count;;;;;;;;;
142;4;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
142;5;08:00;M;swabweight_before;4.66;0;gram;;;;;;;;;
142;5;14:00;M;swabweight_after;4.74;0;gram;;;;;;;;;
142;5;10:00;M;esbl_count;1000;0;count;;;;;;;;;
142;5;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
142;6;08:00;M;swabweight_before;4.65;0;gram;;;;;;;;;
142;6;14:00;M;swabweight_after;4.69;0;gram;;;;;;;;;
142;6;10:00;M;esbl_count;1000;0;count;;;;;;;;;
142;6;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
142;7;08:00;M;swabweight_before;4.68;0;gram;;;;;;;;;
142;7;14:00;M;swabweight_after;4.73;0;gram;;;;;;;;;
142;7;10:00;M;esbl_count;10;0;count;;;;;;;;;
142;7;10:00;M;ecoli_count;10000;0;count;;;;;;;;;
142;8;08:00;M;swabweight_before;4.64;0;gram;;;;;;;;;
142;8;14:00;M;swabweight_after;4.67;0;gram;;;;;;;;;
142;8;10:00;M;esbl_count;1;0;count;;;;;;;;;
142;8;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
142;9;08:00;M;swabweight_before;4.65;0;gram;;;;;;;;;
142;9;14:00;M;swabweight_after;4.69;0;gram;;;;;;;;;
142;9;10:00;M;esbl_count;1;0;count;;;;;;;;;
142;9;10:00;M;ecoli_count;100;0;count;;;;;;;;;
142;10;08:00;M;swabweight_before;4.66;0;gram;;;;;;;;;
142;10;14:00;M;swabweight_after;4.73;0;gram;;;;;;;;;
142;10;10:00;M;esbl_count;1000;0;count;;;;;;;;;
142;10;10:00;M;ecoli_count;100;0;count;;;;;;;;;
142;11;08:00;M;swabweight_before;4.64;0;gram;;;;;;;;;
142;11;14:00;M;swabweight_after;4.69;0;gram;;;;;;;;;
142;11;10:00;M;esbl_count;1;0;count;;;;;;;;;
142;11;10:00;M;ecoli_count;100;0;count;;;;;;;;;
142;12;08:00;M;swabweight_before;4.65;0;gram;;;;;;;;;
142;12;14:00;M;swabweight_after;4.73;0;gram;;;;;;;;;
142;12;10:00;M;esbl_count;100;0;count;;;;;;;;;
142;12;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
142;13;08:00;M;swabweight_before;4.76;0;gram;;;;;;;;;
142;13;14:00;M;swabweight_after;4.84;0;gram;;;;;;;;;
142;13;10:00;M;esbl_count;1000;0;count;;;;;;;;;
142;13;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
142;14;08:00;M;swabweight_before;4.68;0;gram;;;;;;;;;
142;14;14:00;M;swabweight_after;4.74;0;gram;;;;;;;;;
142;14;10:00;M;esbl_count;10;0;count;;;;;;;;;
142;14;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
142;16;08:00;M;swabweight_before;4.7;0;gram;;;;;;;;;
142;16;14:00;M;swabweight_after;4.79;0;gram;;;;;;;;;
142;16;10:00;M;esbl_count;100;0;count;;;;;;;;;
142;16;10:00;M;ecoli_count;100;0;count;;;;;;;;;
142;19;08:00;M;swabweight_before;4.74;0;gram;;;;;;;;;
142;19;14:00;M;swabweight_after;4.86;0;gram;;;;;;;;;
142;19;10:00;M;esbl_count;100;0;count;;;;;;;;;
142;19;10:00;M;ecoli_count;1000;0;count;;;;;;;;;
142;21;08:00;M;swabweight_before;4.7;0;gram;;;;;;;;;
142;21;14:00;M;swabweight_after;4.87;0;gram;;;;;;;;;
